EQUIPO
U.Católica (Chile)
Colo Colo (Chile)
Palestino (Chile)
Audax Italiano (Chile)
O'Higgins (Chile)
Huachipato (Chile)
Coquimbo Unido (Chile)
U.La Calera (Chile)
U.Española (Chile)
Cobresal (Chile)
Curicó Unido (Chile)
Everton (Chile)
Iquique (Chile)
Antofagasta (Chile)
U.de Chile (Chile)
U.de Concepción (Chile)
